,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__max_depth,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09183588027954101,0.0019836095236353403,0.05430169105529785,0.0026430272897352103,,1,2,50,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 50}",0.08333333333333333,0.0,0.09090909090909091,0.0,0.18181818181818182,7.121212121212121,0.06769184213238993,80
1,0.14850125312805176,0.013880400614112515,0.08890752792358399,0.006720501248447226,,1,2,100,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 100}",0.08333333333333333,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,14.393939393939394,0.04645366580835119,71
2,0.30515565872192385,0.030321927485157954,0.17470173835754393,0.004834494623001742,,1,2,200,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 200}",0.16666666666666666,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,16.06060606060606,0.03533910239300182,67
3,0.09238758087158203,0.0013427711058049115,0.05161199569702148,0.0013604811139235852,,1,5,50,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 50}",0.16666666666666666,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,12.424242424242424,0.07067820478600365,77
4,0.15540127754211425,0.005499020055749759,0.09119930267333984,0.005418949541550746,,1,5,100,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100}",0.25,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,17.72727272727273,0.0506160396620911,62
5,0.29273209571838377,0.007476771824436967,0.17290244102478028,0.006007229425556285,,1,5,200,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 200}",0.25,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.18181818181818182,19.545454545454547,0.06363636363636363,55
6,0.076800537109375,0.005600101638191864,0.05099925994873047,0.0008933504085181103,,1,10,50,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 50}",0.16666666666666666,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,12.424242424242426,0.07067820478600365,73
7,0.14650325775146483,0.008482796582405056,0.09070119857788086,0.006444883719640638,,1,10,100,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 100}",0.25,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,17.72727272727273,0.050616039662091106,62
8,0.2831235408782959,0.008529067437737105,0.17379961013793946,0.005671082439572262,,1,10,200,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 10, 'estimator__n_estimators': 200}",0.25,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,15.909090909090912,0.06098367211363062,69
9,0.08500008583068848,0.008508286723211403,0.051401185989379886,0.0010199084612524522,,2,2,50,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 50}",0.5,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.36363636363636365,33.63636363636363,0.10601730717900547,37
10,0.15479979515075684,0.013376692112485912,0.08879990577697754,0.0017198859287633815,,2,2,100,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 100}",0.5,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.45454545454545453,39.09090909090909,0.07925270806437588,16
11,0.2917045593261719,0.02255112786545185,0.17460227012634277,0.003571651370646108,,2,2,200,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 2, 'estimator__n_estimators': 200}",0.5,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453,42.727272727272734,0.05454545454545454,1
12,0.0875997543334961,0.005816697602331235,0.05320124626159668,0.001721050392951654,,2,5,50,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 50}",0.5,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.36363636363636365,33.63636363636363,0.10601730717900547,37
13,0.14593629837036132,0.012393810150367885,0.08950719833374024,0.0017860459446183612,,2,5,100,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 100}",0.5,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.45454545454545453,40.90909090909091,0.05749595745760689,10
14,0.3210357666015625,0.025604649755052722,0.1889091968536377,0.014332031829723035,,2,5,200,"{'estimator__max_depth': None, 'estimator__min_samples_leaf': 2, 'estimator__min_samples_split': 5, 'estimator__n_estimators': 200}",0.5,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453,42.727272727272734,0.05454545454545454,1
